ID,Harvest_Method,Cultivar_Type,Soil_Structure,Runoff,Soil_Texture,Organic_Matter_Content
836,Manual,Hibrido,ATERRONADA,NINGUNO,L,MEDIA
841,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
1778,Manual,Hibrido,ATERRONADA,NINGUNO,L,MEDIA
3690,Manual,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA
3698,Manual,Hibrido,ATERRONADA,MODERADO,FrL,MEDIA
3699,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA
3701,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA
3713,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
3732,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA
3739,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA
3741,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA
3744,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA
3751,Manual,Hibrido,ATERRONADA,NINGUNO,L,MEDIA
3775,Manual,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA
3815,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA
3816,Manual,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA
3817,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA
3818,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA
3819,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA
3821,Mecanizada,OGM,GRANULAR,NINGUNO,F,BAJA
3825,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA
3826,Mecanizada,OGM,GRANULAR,NINGUNO,FAr,BAJA
3828,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
3830,Manual,Variedad,ATERRONADA,LENTO,FA,MEDIA
3849,Manual,Hibrido,ATERRONADA,NINGUNO,ArL,MEDIA
3853,Mecanizada,Hibrido,ATERRONADA,LENTO,FrL,MEDIA
3856,Manual,Hibrido,GRANULAR,NINGUNO,ArA,MEDIA
3857,Manual,Hibrido,MASIVA,NINGUNO,F,MEDIA
3911,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
3912,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
3913,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA
3914,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
2030,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
3916,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
3917,Manual,Semilla Campesina,GRANULAR,NINGUNO,FAr,BAJA
3918,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3920,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3921,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
3923,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3924,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
3926,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3927,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
3930,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
3931,Manual,OGM,ATERRONADA,LENTO,FAr,BAJA
2047,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3936,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3937,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
3939,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3940,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3942,Manual,Hibrido,ATERRONADA,LENTO,FAr,BAJA
2057,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
2063,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
3945,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
2065,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
2066,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
3958,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
2068,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3961,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2070,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2071,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2072,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2074,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2076,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
2077,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
3981,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
3983,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3984,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA
2098,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
2099,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2100,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA
2101,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2102,Manual,OGM,GRANULAR,NINGUNO,F,MEDIA
2103,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
2104,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
2105,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4161,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
4162,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA
2109,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
4165,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4166,Manual,Semilla Campesina,GRANULAR,NINGUNO,F,BAJA
4167,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA
4251,Manual,OGM,GRANULAR,LENTO,FAr,BAJA
4252,Manual,OGM,GRANULAR,LENTO,FAr,BAJA
4376,Manual,OGM,GRANULAR,NINGUNO,F,MEDIA
4377,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA
4378,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4379,Manual,Hibrido,GRANULAR,NINGUNO,Ar,BAJA
4390,Manual,Hibrido,GRANULAR,NINGUNO,Ar,BAJA
4391,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4414,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4417,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4419,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4421,Manual,Hibrido,GRANULAR,NINGUNO,Ar,BAJA
4434,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4439,Manual,Semilla Campesina,ATERRONADA,LENTO,FrL,MEDIA
2447,Manual,OGM,ATERRONADA,LENTO,F,MEDIA
2449,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2450,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
2452,Manual,Semilla Campesina,ATERRONADA,NINGUNO,FrL,BAJA
2454,Manual,Semilla Campesina,ATERRONADA,LENTO,F,MEDIA
4564,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA
4565,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA
4566,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
4567,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA
4570,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
2502,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
2503,Manual,OGM,ATERRONADA,LENTO,FAr,BAJA
2504,Manual,OGM,ATERRONADA,LENTO,FA,MEDIA
4577,Manual,OGM,ATERRONADA,LENTO,FA,MEDIA
4597,Manual,Hibrido,ATERRONADA,LENTO,FA,BAJA
4598,Manual,Hibrido,ATERRONADA,LENTO,FA,MEDIA
4599,Manual,OGM,GRANULAR,LENTO,FA,MEDIA
2523,Manual,OGM,GRANULAR,LENTO,FA,MEDIA
2526,Manual,OGM,GRANULAR,LENTO,FA,MEDIA
4610,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4611,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4614,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4615,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4616,Manual,Hibrido,GRANULAR,NINGUNO,Ar,BAJA
4618,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2554,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4628,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
4629,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
2562,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
2564,Manual,OGM,GRANULAR,NINGUNO,FrL,BAJA
2565,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
2566,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2567,Manual,OGM,GRANULAR,NINGUNO,FrL,BAJA
2569,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA
4637,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2575,Manual,Semilla Campesina,ATERRONADA,LENTO,FAr,MEDIA
2576,Manual,Semilla Campesina,ATERRONADA,LENTO,FrL,MEDIA
4640,Manual,Semilla Campesina,ATERRONADA,LENTO,FrL,BAJA
2578,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4642,Manual,OGM,GRANULAR,LENTO,FAr,MEDIA
2580,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
2581,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
2582,Mecanizada,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
2583,Mecanizada,OGM,GRANULAR,NINGUNO,L,MEDIA
2584,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
2585,Manual,OGM,GRANULAR,LENTO,ArA,MEDIA
2586,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA
2587,Manual,OGM,GRANULAR,LENTO,FAr,MEDIA
2588,Manual,OGM,GRANULAR,LENTO,FAr,MEDIA
2589,Mecanizada,OGM,GRANULAR,NINGUNO,F,BAJA
2591,Manual,OGM,GRANULAR,LENTO,FA,MEDIA
2592,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2594,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
2595,Manual,Hibrido,GRANULAR,NINGUNO,Ar,BAJA
2596,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
2597,Mecanizada,OGM,GRANULAR,NINGUNO,FAr,BAJA
4664,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA
2618,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,BAJA
2619,Manual,OGM,GRANULAR,NINGUNO,FAr,MEDIA
2620,Manual,OGM,ATERRONADA,NINGUNO,FA,MEDIA
2621,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA
2623,Mecanizada,Hibrido,GRANULAR,NINGUNO,FAr,MEDIA
2624,Manual,OGM,GRANULAR,LENTO,FAr,BAJA
2626,Manual,OGM,GRANULAR,LENTO,FAr,MEDIA
2628,Manual,OGM,GRANULAR,LENTO,FAr,BAJA
2629,Manual,OGM,GRANULAR,LENTO,FAr,BAJA
2630,Mecanizada,OGM,GRANULAR,LENTO,FAr,MEDIA
2632,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA
2633,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA
3336,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA
2292,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
2442,Manual,OGM,GRANULAR,LENTO,FAr,BAJA
2935,Manual,OGM,GRANULAR,LENTO,FAr,MEDIA
2403,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA
2553,Manual,Hibrido,ATERRONADA,LENTO,FA,MEDIA
2826,Mecanizada,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
2300,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA
2763,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA
2738,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA
2923,Manual,OGM,GRANULAR,NINGUNO,F,MEDIA
2924,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
2889,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA
2897,Mecanizada,OGM,GRANULAR,NINGUNO,FA,MEDIA
2748,Mecanizada,OGM,GRANULAR,NINGUNO,FAr,BAJA
2942,Manual,Hibrido,GRANULAR,NINGUNO,FA,MEDIA
2945,Manual,OGM,GRANULAR,NINGUNO,L,MEDIA
2939,Manual,OGM,GRANULAR,NINGUNO,FA,MEDIA
2938,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA
3044,Manual,OGM,GRANULAR,NINGUNO,FA,MEDIA
3048,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3178,Mecanizada,OGM,GRANULAR,NINGUNO,F,BAJA
3201,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
3229,Manual,OGM,GRANULAR,NINGUNO,FrL,MEDIA
3297,Manual,OGM,ATERRONADA,NINGUNO,ArL,BAJA
3298,Manual,OGM,GRANULAR,NINGUNO,FA,BAJA
3300,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
3301,Manual,OGM,GRANULAR,NINGUNO,FAr,MEDIA
3318,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3319,Mecanizada,OGM,GRANULAR,NINGUNO,F,BAJA
3324,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
4561,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4568,Manual,OGM,ATERRONADA,NINGUNO,F,BAJA
4569,Manual,OGM,GRANULAR,NINGUNO,FA,MEDIA
4612,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4613,Manual,Hibrido,ATERRONADA,NINGUNO,L,MEDIA
4620,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4621,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
4623,Manual,Hibrido,GRANULAR,NINGUNO,Ar,BAJA
4633,Mecanizada,OGM,GRANULAR,NINGUNO,FAr,BAJA
4634,Mecanizada,OGM,GRANULAR,NINGUNO,FAr,BAJA
3824,Mecanizada,OGM,GRANULAR,NINGUNO,FrL,BAJA
3865,Manual,Hibrido,GRANULAR,NINGUNO,A,MEDIA
3866,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3881,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
3882,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
3883,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
3890,Manual,OGM,GRANULAR,NINGUNO,FrL,BAJA
4666,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4667,Manual,OGM,GRANULAR,NINGUNO,FAr,MEDIA
3915,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
3932,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
3935,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
3943,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA
3944,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
3946,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
3957,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA
3960,Manual,OGM,GRANULAR,NINGUNO,FA,MEDIA
3963,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA
4153,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA
4155,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4156,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA
4157,Manual,OGM,GRANULAR,NINGUNO,ArA,BAJA
4158,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA
4159,Mecanizada,Hibrido,GRANULAR,NINGUNO,Ar,BAJA
4163,Manual,OGM,GRANULAR,LENTO,FAr,MEDIA
4164,Manual,OGM,GRANULAR,LENTO,FAr,MEDIA
4238,Manual,OGM,GRANULAR,LENTO,FAr,MEDIA
4243,Mecanizada,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
4249,Manual,OGM,ATERRONADA,NINGUNO,F,MEDIA
4291,Manual,OGM,GRANULAR,NINGUNO,FA,MEDIA
2894,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
4331,Manual,OGM,GRANULAR,NINGUNO,ArA,BAJA
4332,Manual,OGM,GRANULAR,NINGUNO,FAr,MEDIA
4333,Manual,OGM,GRANULAR,NINGUNO,FAr,MEDIA
4335,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4336,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA
4337,Manual,OGM,GRANULAR,NINGUNO,Ar,BAJA
4352,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4355,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
4362,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4375,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4380,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA
4381,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4382,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4383,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4384,Manual,OGM,GRANULAR,NINGUNO,F,BAJA
4386,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4387,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA
4388,Manual,Hibrido,GRANULAR,LENTO,FAr,MEDIA
4389,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
4392,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
4431,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
4432,Manual,Hibrido,GRANULAR,LENTO,FA,MEDIA
4433,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
4435,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA
4436,Mecanizada,OGM,GRANULAR,LENTO,FAr,MEDIA
4437,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA
4438,Mecanizada,Hibrido,GRANULAR,LENTO,FAr,BAJA
4440,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
4441,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA
4443,Mecanizada,OGM,GRANULAR,LENTO,FAr,MEDIA
4444,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
4445,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
4500,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
4503,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
4505,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
4508,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
4509,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
4511,Mecanizada,OGM,GRANULAR,LENTO,FAr,MEDIA
4537,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA
4538,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA
4541,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
4543,Mecanizada,OGM,GRANULAR,LENTO,FAr,MEDIA
4544,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
4546,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
4547,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA
4548,Manual,OGM,ATERRONADA,LENTO,FAr,BAJA
4556,Manual,Hibrido,ATERRONADA,LENTO,FAr,BAJA
4571,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
4574,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA
4596,Manual,Hibrido,ATERRONADA,LENTO,FA,MEDIA
4600,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA
4601,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA
4602,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
4607,Manual,OGM,ATERRONADA,LENTO,FA,MEDIA
4608,Manual,OGM,ATERRONADA,LENTO,FAr,BAJA
4609,Manual,Hibrido,ATERRONADA,LENTO,FAr,BAJA
4625,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
4627,Manual,OGM,ATERRONADA,LENTO,FA,MEDIA
4630,Manual,Hibrido,ATERRONADA,LENTO,FA,MEDIA
4631,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
4632,Manual,OGM,ATERRONADA,LENTO,FA,MEDIA
4635,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA
4636,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
4638,Mecanizada,OGM,ATERRONADA,NINGUNO,FAr,MEDIA
4639,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
4641,Mecanizada,OGM,MASIVA,NINGUNO,Ar,MEDIA
4643,Mecanizada,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
4644,Mecanizada,OGM,MASIVA,LENTO,Ar,MEDIA
4645,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
4647,Mecanizada,Hibrido,MASIVA,NINGUNO,FrL,MEDIA
4650,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
4651,Mecanizada,OGM,GRANULAR,LENTO,AF,BAJA
4652,Manual,OGM,ATERRONADA,LENTO,Ar,MEDIA
4653,Mecanizada,OGM,MASIVA,NINGUNO,Ar,BAJA
4654,Manual,Hibrido,ATERRONADA,LENTO,Ar,MEDIA
4655,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
4657,Manual,OGM,ATERRONADA,NINGUNO,Ar,MEDIA
4658,Mecanizada,Hibrido,GRANULAR,NINGUNO,Ar,MEDIA
4659,Mecanizada,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA
4660,Mecanizada,OGM,ATERRONADA,NINGUNO,FAr,MEDIA
4661,Manual,OGM,ATERRONADA,NINGUNO,Ar,MEDIA
4663,Manual,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA
4665,Mecanizada,OGM,GRANULAR,LENTO,Ar,MEDIA
4668,Mecanizada,Hibrido,ATERRONADA,LENTO,FAr,BAJA
4669,Mecanizada,OGM,ATERRONADA,NINGUNO,FAr,MEDIA
4670,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
4671,Mecanizada,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
4672,Mecanizada,Hibrido,ATERRONADA,LENTO,Ar,MEDIA
4673,Mecanizada,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
4674,Manual,Hibrido,MASIVA,LENTO,FAr,BAJA
4675,Mecanizada,Hibrido,ATERRONADA,LENTO,Ar,MEDIA
2952,Mecanizada,OGM,MASIVA,NINGUNO,FAr,MEDIA
2737,Manual,OGM,ATERRONADA,LENTO,Ar,MEDIA
2837,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
2915,Manual,OGM,ATERRONADA,LENTO,Ar,BAJA
2899,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
2909,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
2914,Mecanizada,OGM,ATERRONADA,NINGUNO,Ar,MEDIA
2926,Mecanizada,OGM,ATERRONADA,NINGUNO,FAr,MEDIA
2936,Mecanizada,OGM,ATERRONADA,NINGUNO,Ar,MEDIA
2941,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
2835,Mecanizada,Hibrido,ATERRONADA,LENTO,FAr,MEDIA
3282,Mecanizada,Hibrido,MASIVA,LENTO,Ar,BAJA
3285,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
3286,Mecanizada,OGM,ATERRONADA,LENTO,FA,MEDIA
3287,Mecanizada,OGM,MASIVA,LENTO,Ar,MEDIA
3290,Mecanizada,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA
3291,Mecanizada,OGM,ATERRONADA,LENTO,F,MEDIA
3306,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
3307,Mecanizada,OGM,SUELTA O POLVOSA,LENTO,F,MEDIA
3308,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
3309,Mecanizada,OGM,ATERRONADA,NINGUNO,FAr,MEDIA
3310,Mecanizada,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
3325,Mecanizada,OGM,ATERRONADA,LENTO,Ar,BAJA
839,Mecanizada,Hibrido,MASIVA,NINGUNO,Ar,MEDIA
785,Manual,Hibrido,ATERRONADA,NINGUNO,F,MEDIA
789,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
3829,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA
4299,Mecanizada,OGM,ATERRONADA,LENTO,Ar,BAJA
4385,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
4429,Mecanizada,OGM,ATERRONADA,NINGUNO,Ar,MEDIA
4430,Mecanizada,OGM,ATERRONADA,NINGUNO,Ar,MEDIA
3123,Mecanizada,Hibrido,MASIVA,LENTO,ArL,MEDIA
3232,Mecanizada,OGM,ATERRONADA,NINGUNO,Ar,MEDIA
3236,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
3251,Mecanizada,Hibrido,MASIVA,LENTO,ArL,MEDIA
3252,Manual,Hibrido,MASIVA,LENTO,Ar,MEDIA
3255,Mecanizada,Hibrido,MASIVA,NINGUNO,Ar,MEDIA
3256,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
3257,Mecanizada,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
3260,Mecanizada,Hibrido,MASIVA,LENTO,Ar,MEDIA
3261,Mecanizada,Hibrido,MASIVA,NINGUNO,Ar,MEDIA
3263,Mecanizada,OGM,MASIVA,NINGUNO,Ar,MEDIA
3264,Mecanizada,OGM,MASIVA,NINGUNO,Ar,MEDIA
3266,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
3281,Mecanizada,OGM,MASIVA,NINGUNO,Ar,MEDIA
2617,Mecanizada,OGM,MASIVA,LENTO,Ar,MEDIA
3294,Mecanizada,OGM,ATERRONADA,NINGUNO,Ar,MEDIA
3295,Manual,OGM,ATERRONADA,LENTO,Ar,MEDIA
3022,Mecanizada,Hibrido,MASIVA,NINGUNO,FAr,MEDIA
3170,Mecanizada,Hibrido,MASIVA,NINGUNO,Ar,MEDIA
3187,Mecanizada,Hibrido,ATERRONADA,LENTO,Ar,MEDIA
3210,Mecanizada,OGM,ATERRONADA,NINGUNO,Ar,MEDIA
3233,Mecanizada,OGM,ATERRONADA,NINGUNO,Ar,MEDIA
3234,Mecanizada,OGM,MASIVA,LENTO,Ar,MEDIA
3235,Mecanizada,OGM,MASIVA,LENTO,Ar,MEDIA
3239,Mecanizada,OGM,ATERRONADA,NINGUNO,FAr,MEDIA
3240,Mecanizada,Hibrido,ATERRONADA,LENTO,F,MEDIA
3241,Mecanizada,OGM,MASIVA,LENTO,Ar,MEDIA
3242,Mecanizada,Hibrido,MASIVA,LENTO,Ar,MEDIA
3243,Mecanizada,Hibrido,MASIVA,NINGUNO,F,MEDIA
3247,Mecanizada,OGM,MASIVA,LENTO,Ar,MEDIA
3248,Mecanizada,OGM,MASIVA,NINGUNO,Ar,MEDIA
3249,Mecanizada,Hibrido,MASIVA,NINGUNO,Ar,BAJA
3250,Mecanizada,OGM,MASIVA,NINGUNO,Ar,MEDIA
3253,Mecanizada,Hibrido,MASIVA,LENTO,Ar,MEDIA
3254,Manual,Hibrido,MASIVA,LENTO,Ar,MEDIA
3258,Mecanizada,Hibrido,MASIVA,LENTO,Ar,MEDIA
3259,MECAanizada,Hibrido,ATERRONADA,LENTO,Ar,MEDIA
